date,temperature,precipitation
2021-01-31,6.636871853259493,8.19032020836373
2021-02-28,4.53720750121104,5.727679028775595
2021-03-31,4.336825608665915,0.28231052949068136
2021-04-30,13.918415692928622,0.8677328205899493
2021-05-31,7.394867623073095,6.495532494062001
2021-06-30,15.34066927465503,4.01165160327027
2021-07-31,11.545552114555193,5.673096308415861
2021-08-31,6.326709147029738,2.310776226221287
2021-09-30,22.535753686719428,6.49417173643192
2021-10-31,4.5109167100746825,2.4282954419334066
2021-11-30,23.967069444613117,4.60812797975354
2021-12-31,16.843391510708766,4.78719899591182
2022-01-31,24.961114280293323,1.776682298391592
2022-02-28,0.14277120209715055,8.762077263876396
2022-03-31,22.475655571064486,5.2582105627312
2022-04-30,1.5454677975334596,8.66783777938346
2022-05-31,28.502961571134623,2.6253569549592406
2022-06-30,21.08218465171605,1.7233594546814057
2022-07-31,9.60516871864074,0.18016647620129667
2022-08-31,9.595514785372488,0.9386465972650726
2022-09-30,25.844771391558755,1.474706048866119
2022-10-31,27.08520385357976,0.7885556237796953
2022-11-30,26.747198431162314,8.968792951421875
2022-12-31,24.262208776989826,9.114383079417639
